Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2014","2014","°C","0.758","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2015","2015","°C","0.77","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2016","2016","°C","1.169","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2017","2017","°C","0.845","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2018","2018","°C","1.414","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2019","2019","°C","1.057","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7006","June","2020","2020","°C","1.416","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2010","2010","°C","1.432","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2011","2011","°C","0.775","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2012","2012","°C","0.828","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2013","2013","°C","0.84","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2014","2014","°C","0.596","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2015","2015","°C","0.477","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2016","2016","°C","1.201","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2017","2017","°C","1.565","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2018","2018","°C","1.318","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2019","2019","°C","0.618","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7007","July","2020","2020","°C","0.867","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2010","2010","°C","1.059","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2011","2011","°C","0.994","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2012","2012","°C","0.837","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2013","2013","°C","1.383","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2014","2014","°C","-0.13","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2015","2015","°C","0.523","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2016","2016","°C","1.409","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2017","2017","°C","0.76","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2018","2018","°C","1.327","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2019","2019","°C","1.099","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7008","August","2020","2020","°C","1.287","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2010","2010","°C","1.199","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2011","2011","°C","0.437","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2012","2012","°C","0.52","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2013","2013","°C","0.606","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2014","2014","°C","0.612","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2015","2015","°C","0.631","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2016","2016","°C","1.494","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2017","2017","°C","1.565","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2018","2018","°C","0.55","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2019","2019","°C","1.707","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7009","September","2020","2020","°C","1.344","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2010","2010","°C","0.7","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2011","2011","°C","1.181","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2012","2012","°C","0.542","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2013","2013","°C","1.199","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2014","2014","°C","1.091","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2015","2015","°C","1.187","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2016","2016","°C","0.665","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2017","2017","°C","0.743","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2018","2018","°C","0.126","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2019","2019","°C","1.294","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7010","October","2020","2020","°C","0.747","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2010","2010","°C","1.788","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2011","2011","°C","2.184","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2012","2012","°C","-0.057","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2013","2013","°C","1.199","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2014","2014","°C","1.257","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2015","2015","°C","1.551","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2016","2016","°C","0.479","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2017","2017","°C","0.993","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2018","2018","°C","1","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2019","2019","°C","1.711","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7011","November","2020","2020","°C","1.813","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2010","2010","°C","0.601","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2011","2011","°C","0.349","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2012","2012","°C","-0.631","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2013","2013","°C","0.882","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2014","2014","°C","-0.114","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2015","2015","°C","1.552","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2016","2016","°C","2.988","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2017","2017","°C","1.503","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2018","2018","°C","0.08","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2019","2019","°C","0.713","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7012","December","2020","2020","°C","0.158","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°C","1.202","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°C","0.3","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°C","-0.091","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°C","0.511","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°C","1.239","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°C","1.743","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°C","1.194","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°C","2.873","Fc","Calculated data"
"ET","Temperature change","351","China","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°C","1.069","Fc","Calculated data"
